Nummer;TAN;START;END;Interviewdauer [sec];STATUS;STATUS_TEXT;current_Q;Q1A1;Q2;Q3;Q4;Q5;Q6;Q7A1_1;Q7A2_1;Q7A3_1;Q7A4_1;Q7A5_1;Q7A6_1;Q7A7_1;Q7A8_1;Q7A9_1;Q7A10_1;Q7A11_1;Q7A12_1;Q8A1_1;Q8A2_1;Q8A3_1;Q8A4_1;Q8A5_1;Q8A6_1;Q8A7_1;Q8A8_1;Q8A9_1;Q8A10_1;Q8A11_1;Q8A12_1;Q8A13_1;Q8A14_1;Q8A15_1;Q8A16_1;Q8A17_1;Q8A18_1;Q9A1_1;Q9A2_1;Q9A3_1;Q9A4_1;Q9A5_1;Q9A6_1;Q9A7_1;Q9A8_1;Q9A9_1;Q9A10_1;Q9A11_1;Q9A12_1;Q9A13_1;Q9A14_1;Q9A15_1;Q9A16_1;Q9A17_1;Q9A18_1;Q9A19_1;Q9A20_1;Q9A21_1;Q9A22_1;Q10A1_1;Q10A2_1;Q10A3_1;Q10A4_1;Q10A5_1;Q10A6_1;Q10A7_1;Q10A8_1;Q10A9_1;Q10A10_1;Q10A11_1;Q10A12_1;Q10A13_1;Q10A14_1;Q10A15_1;Q10A16_1;Q10A17_1;Q11A1_1;Q11A2_1;Q11A3_1;Q11A4_1;Q11A5_1;Q11A6_1;Q11A7_1;Q11A8_1;Q11A9_1;Q11A10_1;Q11A11_1;Q11A12_1;Q11A13_1;Q11A14_1;Q11A15_1;Q11A16_1;Q12A1_1;Q12A2_1;Q12A3_1;Q12A4_1;Q12A5_1;Q12A6_1;Q12A7_1;Q12A8_1;Q12A9_1;Q12A10_1;Q12A11_1;Q12A12_1;Q12A13_1;Q12A14_1;Q12A15_1;Q12A16_1;Q12A17_1;Q13A1_1;Q13A2_1;Q13A3_1;Q13A4_1;Q13A5_1;Q13A6_1;Q13A7_1;Q13A8_1;Q13A9_1;Q13A10_1;Q13A11_1;Q13A12_1;Q13A13_1;Q13A14_1;Q13A15_1;Q13A16_1;Q13A17_1;Q13A18_1;Q13A19_1;Q13A20_1;Q13A21_1;Q14A1_1;Q14A2_1;Q14A3_1;Q14A4_1;Q14A5_1;Q14A6_1;Q14A7_1;Q14A8_1;Q14A9_1;Q14A10_1;Q14A11_1;Q14A12_1;Q14A13_1;Q15A1_1;Q15A2_1;Q15A3_1;Q15A4_1;Q15A5_1;Q15A6_1;Q15A7_1;Q15A8_1;Q15A9_1;Q15A10_1;Q15A11_1;Q15A12_1;Q15A13_1;Q15A14_1;Q17A1_1;Q17A2_1;Q17A3_1;Q17A4_1;Q17A5_1;Q17A6_1;Q17A7_1;Q17A8_1;Q17A9_1;Q17A10_1;Q17A11_1;Q17A12_1;Q17A13_1;Q17A14_1;Q17A15_1;Q17A16_1;Q17A17_1;Q17A18_1;Q17A19_1;Q18A1;Q18A2;Q18A3;Q18A4;Q18A5;Q18A6;Q18A7;Q18A8;Q18A9;Q18A10;Q18A11;Q18A12;Q18A13;Q18A14;Q18A15;Q18A16;Q18A17;Q18A18;Q18A19;Q19A1_1;Q19A2_1;Q19A3_1;Q19A4_1;Q19A5_1;Q19A6_1;Q19A7_1;Q19A8_1;Q19A9_1;Q19A10_1;Q19A11_1;Q19A12_1;Q19A13_1;Q19A14_1;Q19A15_1;Q19A16_1;Q19A17_1;Q19A18_1;Q19A19_1;Q20A1_1;Q20A2_1;Q20A3_1;Q20A4_1;Q20A5_1;Q20A6_1;Q20A7_1;Q20A8_1;Q20A9_1;Q20A10_1;Q20A11_1;Q20A12_1;Q20A13_1;Q20A14_1;Q20A15_1;Q20A16_1;Q20A17_1;Q20A18_1;tic;QUESTION_ORDER
545;545;12:02:56 03.09.2021;12:24:48 03.09.2021;1312;5;;20;1;6;1;3;13;3;2;1;4;2;2;1;3;2;1;1;1;1;2;5;5;3;2;1;5;5;2;5;2;5;1;1;2;1;5;3;1;4;3;1;2;1;1;2;1;2;1;1;2;3;1;1;1;3;1;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;4;5;1;1;1;1;2;4;3;2;3;2;5;3;2;3;4;3;2;2;3;2;2;4;3;4;4;2;2;1;5;5;1;5;5;5;4;5;3;1;1;2;1;5;5;5;3;5;5;3;2;4;5;5;5;4;3;1;2;1;4;2;5;2;2;1;2;2;2;5;5;4;5;3;5;5;3;4;1;2;3;4;1;3;4;5;2;3;1;1;1;1;1;3;1;4;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;5;4;5;5;5;3;5;5;4;1;1;5;5;5;5;5;4;2;3;5;1;1;4;5;2;1;1;4;5;2;4;5;4;2;1;1;3;6131ec576cfe07000100f652;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
546;546;12:03:14 03.09.2021;12:15:39 03.09.2021;745;5;;20;1;3;1;8;1;4;1;1;4;1;2;1;4;1;2;1;1;1;4;5;4;5;5;3;3;4;3;4;5;4;5;3;3;2;2;2;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;2;2;2;2;2;6;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;4;1;1;2;3;3;1;2;3;5;4;3;2;1;1;6;3;1;2;3;1;1;2;2;2;2;3;5;1;3;1;5;1;3;5;1;1;2;4;1;4;5;5;5;5;5;3;3;3;3;3;3;4;3;2;4;4;4;4;5;3;3;3;3;2;3;3;3;3;5;3;3;2;3;3;2;2;4;3;1;1;1;1;1;2;1;1;1;1;1;1;3;1;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;4;4;5;5;4;3;3;3;4;3;3;3;5;5;4;5;4;3;2;2;1;4;3;3;5;3;5;5;3;2;4;3;3;3;3;3;613106446cfe070001fdf38a;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
548;548;12:03:54 03.09.2021;12:16:08 03.09.2021;734;5;;20;1;6;1;6;10;3;4;1;2;1;1;1;1;1;1;1;1;1;4;4;4;4;4;3;3;3;3;4;4;4;4;4;2;2;3;3;1;2;2;1;1;1;1;1;1;1;1;1;1;3;1;2;2;2;1;1;1;1;1;1;1;1;1;5;2;2;2;4;5;2;1;1;1;2;2;2;2;3;2;2;2;1;1;1;1;1;1;1;2;1;3;4;4;4;4;4;4;3;3;5;4;4;4;4;4;4;4;2;5;4;2;2;4;3;1;3;1;1;1;2;1;3;4;4;1;3;3;2;3;2;4;3;3;4;3;3;3;3;4;4;4;4;4;4;4;2;2;2;2;4;5;3;4;4;4;4;1;3;3;3;3;3;2;2;3;3;1;1;1;1;1;3;1;2;5;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;2;3;4;5;4;3;5;3;3;4;1;4;1;3;4;3;3;4;2;3;3;4;5;4;5;1;3;4;5;4;4;5;3;3;3;3;3;6131ec576cfe07000100f65f;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
549;549;12:04:15 03.09.2021;12:35:54 03.09.2021;1899;5;;20;1;4;1;6;10;8;3;1;3;2;1;1;1;3;2;1;1;2;3;4;2;4;4;1;4;4;3;3;3;3;3;3;3;2;3;2;2;3;4;1;4;2;4;2;3;4;1;1;3;3;2;2;1;4;1;1;2;2;3;2;2;2;2;5;2;2;2;2;2;2;1;2;2;2;2;3;2;2;2;3;2;3;2;2;2;4;2;2;4;4;3;5;3;2;3;3;5;4;3;3;2;3;2;4;4;3;2;3;4;2;2;2;4;4;2;3;3;2;3;2;1;3;3;3;2;3;2;2;3;5;4;3;4;4;2;3;3;3;4;4;5;4;3;2;3;3;3;2;2;3;5;3;4;3;3;5;3;3;3;2;3;3;2;3;2;3;3;2;3;2;3;2;2;3;4;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;4;4;3;4;4;4;4;4;4;4;4;5;5;5;5;4;4;4;3;3;2;4;4;4;4;5;3;4;4;4;4;4;4;2;4;4;2;6130d23b6cfe070001fc249d;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
551;551;12:04:53 03.09.2021;12:35:38 03.09.2021;1845;5;;20;1;3;1;2;10;1;1;1;3;2;1;1;3;1;2;1;1;1;4;5;3;5;5;2;3;3;3;5;3;3;4;3;1;1;3;3;2;4;4;3;3;2;3;3;1;1;1;2;1;3;1;3;2;4;2;4;1;1;3;1;3;2;2;2;2;2;2;4;2;4;1;1;2;2;2;2;2;2;4;2;3;5;3;1;1;4;3;1;3;3;4;5;5;2;1;4;4;2;3;3;5;4;4;1;4;1;2;2;5;5;2;2;5;5;2;4;3;3;4;4;1;5;5;5;3;5;3;4;2;4;5;5;5;5;3;3;5;4;5;5;3;4;3;4;3;1;4;4;3;4;5;5;3;4;3;3;1;3;4;2;4;3;4;4;2;3;1;1;3;1;2;2;1;2;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;4;5;5;4;3;3;4;3;3;3;3;3;2;3;4;4;4;3;2;4;4;2;3;3;3;5;4;4;5;1;4;4;4;1;2;1;3;6131064d6cfe070001fdf632;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
552;552;12:05:09 03.09.2021;12:28:09 03.09.2021;1380;5;;20;1;1;1;6;13;1;2;1;3;1;2;1;1;2;2;1;1;1;2;4;4;2;4;1;3;2;4;4;2;2;2;2;2;1;1;1;1;2;3;3;3;1;1;1;1;1;1;2;1;3;1;1;1;2;1;1;1;1;3;2;2;2;2;6;4;2;2;2;3;2;2;6;2;2;3;1;1;2;3;1;1;1;2;3;1;1;1;1;4;1;3;4;4;4;2;2;6;6;4;3;3;5;4;3;4;2;4;4;4;4;1;3;5;5;1;5;3;2;2;1;1;3;5;4;4;5;3;1;4;4;5;3;4;5;2;2;3;2;4;4;4;3;3;4;3;1;2;3;3;1;5;3;3;2;3;3;1;4;2;2;4;3;1;1;4;4;1;1;3;1;3;1;1;1;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;3;3;5;5;5;4;5;5;3;5;5;4;5;3;4;2;3;4;5;4;3;3;5;3;3;3;3;4;4;3;3;3;3;1;4;4;2;6131ec467b8b9c000132d979;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
553;553;12:05:22 03.09.2021;12:15:14 03.09.2021;591;5;;20;1;5;2;4;10;6;1;1;2;2;1;1;2;3;1;1;1;2;4;5;4;4;5;2;3;4;4;3;4;2;4;5;3;2;3;2;1;1;3;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;6;2;2;2;5;2;2;1;1;2;2;1;1;1;3;3;3;3;1;3;1;1;3;3;1;4;1;2;6;5;5;5;4;5;4;4;5;5;5;5;6;6;5;5;5;5;4;3;3;5;3;3;5;1;1;1;1;1;3;5;5;3;3;3;3;1;5;5;3;3;5;3;1;3;3;5;5;5;5;4;4;4;3;3;4;4;3;5;4;4;4;4;5;1;4;1;1;1;1;1;1;1;3;1;1;1;1;3;1;1;3;5;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;3;4;4;4;4;1;4;5;5;3;3;4;4;1;5;1;1;6131ec957b8b9c000132ec65;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
554;554;12:05:25 03.09.2021;12:22:50 03.09.2021;1045;5;;20;1;5;1;4;4;7;1;1;4;1;1;1;1;2;1;2;1;3;4;5;5;5;5;3;4;3;3;4;4;3;5;4;5;2;3;2;1;3;4;1;4;3;2;1;1;2;1;1;1;3;1;1;1;2;1;1;1;3;2;2;2;1;1;4;2;2;2;2;2;2;2;2;2;2;2;3;2;3;3;3;3;1;3;2;2;3;3;1;5;1;3;6;6;6;5;5;5;4;3;5;5;5;5;6;6;5;5;5;1;5;1;5;1;5;4;5;3;1;1;1;4;3;5;5;1;1;4;2;1;5;5;4;4;5;2;2;1;3;4;5;5;5;5;3;3;2;2;3;3;4;5;3;5;5;5;5;1;4;3;2;4;2;2;2;5;5;1;1;1;1;2;4;2;1;4;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;3;4;4;5;5;5;5;5;5;1;3;5;5;5;5;4;3;1;4;3;2;6131ec6c6cfe07000100fb72;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
555;555;12:06:11 03.09.2021;12:24:31 03.09.2021;1100;5;;20;1;6;2;9;1;1;1;2;1;1;1;1;4;1;1;1;1;1;3;4;4;3;5;1;1;4;5;3;2;4;2;2;2;1;1;1;2;1;3;1;3;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;2;2;2;2;2;6;2;2;3;2;2;2;1;1;1;2;2;1;1;2;1;1;3;1;5;1;1;1;1;1;4;1;1;4;2;2;2;1;5;2;2;4;3;4;2;2;4;2;2;2;4;1;1;1;4;1;1;4;1;1;1;1;1;1;4;1;1;1;1;1;1;5;5;5;5;5;3;2;5;3;5;4;5;5;5;5;5;3;3;4;2;4;5;5;5;5;5;5;1;1;2;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;5;5;5;2;3;1;5;5;3;2;1;5;1;5;5;5;5;5;5;2;1;3;2;3;3;1;2;1;3;4;4;2;2;1;4;1;1;6131ec967b8b9c000132ec9c;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
556;556;12:06:19 03.09.2021;12:36:01 03.09.2021;1781;5;;20;1;3;1;4;10;1;2;2;4;3;1;1;4;4;3;1;1;3;2;5;4;3;4;2;3;5;4;5;4;3;3;1;1;1;3;2;3;4;4;1;3;1;1;1;1;4;1;1;1;3;2;2;2;3;2;4;3;3;5;1;2;2;2;6;4;2;3;2;2;1;2;1;1;1;3;3;1;4;2;3;3;4;3;1;3;4;4;1;5;3;4;4;1;2;1;1;5;3;2;4;2;2;1;2;2;1;2;4;5;2;1;1;5;2;3;5;1;1;1;3;5;3;5;5;1;3;4;4;2;5;3;3;2;4;3;2;2;2;5;3;5;5;3;3;2;3;2;4;2;3;5;4;4;1;5;5;2;3;2;1;4;1;3;3;3;2;3;1;3;4;4;3;1;3;4;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;5;5;5;5;4;4;5;4;3;4;5;5;5;5;5;4;4;4;4;5;5;5;4;4;5;5;4;4;4;4;1;3;3;2;6131ec6a7b8b9c000132e364;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
557;557;12:06:46 03.09.2021;12:20:04 03.09.2021;797;5;;20;1;5;1;4;10;3;1;1;2;1;1;1;4;1;1;1;1;1;3;5;3;4;5;2;3;2;3;4;4;3;5;4;3;2;3;2;2;3;3;1;2;2;3;2;2;3;2;1;1;2;1;2;2;3;1;1;1;2;4;2;2;2;2;4;2;2;2;2;3;2;4;4;2;2;3;3;2;1;2;1;2;1;2;2;1;4;3;1;2;3;4;2;1;2;2;1;3;2;1;2;3;2;1;2;2;1;1;2;5;5;3;3;5;5;4;5;1;1;3;3;5;4;5;5;1;2;3;2;2;4;3;3;4;4;4;2;3;4;4;4;5;4;2;3;4;4;3;3;4;3;5;4;3;4;4;3;1;2;3;3;2;1;2;3;2;2;1;1;2;1;1;1;1;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;5;5;5;5;5;5;4;4;5;4;4;4;4;5;5;4;5;4;4;3;2;3;2;3;3;4;4;4;2;1;4;4;1;2;4;4;6131ec6f7b8b9c000132e3da;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
558;558;12:07:03 03.09.2021;12:24:32 03.09.2021;1048;5;;20;1;2;1;6;3;3;4;2;4;2;2;1;3;3;1;1;1;1;4;5;5;5;5;2;4;2;3;4;2;5;5;5;4;3;1;2;5;5;5;2;4;5;2;2;2;2;2;2;4;2;2;2;2;1;4;4;2;1;2;2;2;2;2;2;2;5;2;2;2;2;2;2;2;2;2;4;1;5;5;4;2;4;1;1;2;5;4;1;4;4;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;2;3;5;5;3;5;5;2;5;2;2;1;5;5;5;3;5;4;5;2;5;5;2;3;5;3;3;1;1;4;4;5;4;4;4;4;5;5;2;5;5;5;5;5;5;4;5;1;1;4;4;2;1;3;5;3;4;4;2;1;3;1;4;1;3;4;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;4;5;5;5;4;5;4;4;5;5;4;5;5;5;5;5;5;2;5;4;4;5;5;5;2;4;5;5;5;3;4;4;3;4;4;3;6131ec4e6cfe07000100f328;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
560;560;12:07:29 03.09.2021;12:19:48 03.09.2021;739;5;;20;1;1;2;4;10;7;3;1;4;2;4;1;4;2;2;1;1;1;3;3;5;3;3;3;4;3;2;3;5;4;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;6131ec747b8b9c000132e4de;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
561;561;12:08:02 03.09.2021;12:23:50 03.09.2021;947;5;;20;1;2;2;2;10;5;1;1;4;1;4;1;1;3;2;1;1;1;4;5;4;4;4;3;2;2;5;4;5;4;5;5;2;4;3;5;1;2;3;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;2;2;2;2;6;2;2;2;2;2;2;1;1;2;2;4;1;1;4;3;1;1;3;3;1;1;1;1;1;5;5;2;3;2;2;2;2;6;2;2;2;2;4;2;4;4;3;3;5;5;5;3;5;5;5;1;5;3;1;1;2;1;3;5;5;1;5;3;4;1;5;5;1;1;4;3;1;1;1;1;4;4;3;5;3;3;2;2;5;2;3;5;4;5;5;5;5;1;5;5;1;5;5;1;1;1;1;1;1;1;4;4;1;1;5;5;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;5;4;4;5;4;1;1;1;1;4;4;1;1;1;1;1;4;4;1;6131ec846cfe0700010100bb;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
562;562;12:09:12 03.09.2021;12:42:35 03.09.2021;2003;5;;20;1;2;2;4;10;3;2;1;4;2;2;1;4;4;2;1;1;1;3;4;4;5;3;3;3;3;5;4;3;2;3;3;3;3;3;2;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;2;2;2;2;6;5;2;2;2;3;2;2;2;3;2;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;4;1;1;1;1;1;1;4;3;4;3;4;3;1;3;4;5;4;5;3;3;3;3;3;3;3;3;3;5;3;3;3;3;3;1;3;1;1;5;1;1;1;1;1;1;1;2;4;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;4;4;5;5;4;5;5;5;5;1;4;5;5;5;4;5;5;4;3;3;5;3;2;3;5;2;5;4;5;3;1;4;3;5;4;1;6131ec786cfe07000100fd3a;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
564;564;12:09:59 03.09.2021;12:18:20 03.09.2021;501;5;;20;1;1;2;5;1;3;2;1;4;2;1;1;1;1;2;1;1;1;1;4;4;4;4;3;4;3;5;1;1;3;3;3;3;3;2;2;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;1;1;1;2;1;1;1;2;3;1;4;1;1;1;1;1;1;1;1;1;1;1;1;3;2;1;2;1;2;2;1;1;1;1;1;1;2;1;1;2;2;3;1;3;5;2;2;3;2;3;4;4;4;3;3;3;2;2;2;3;4;3;3;2;2;3;3;3;3;3;5;3;1;2;1;1;2;2;1;1;1;1;1;1;1;1;1;1;2;4;2;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;3;3;3;3;3;3;2;2;4;3;3;3;3;5;5;3;5;4;3;1;1;3;1;1;1;1;1;3;4;3;1;1;1;3;4;1;1;6130d2306cfe070001fc22ff;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
565;565;12:11:02 03.09.2021;12:23:40 03.09.2021;758;5;;20;1;3;1;2;10;4;1;1;4;3;1;1;2;4;3;1;1;1;4;4;4;4;3;4;3;2;4;4;3;4;4;3;4;4;3;3;1;1;3;3;3;2;2;2;2;1;1;1;1;2;1;1;1;3;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;5;4;4;5;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;4;3;1;2;3;1;1;3;1;2;4;5;5;1;3;2;2;2;4;4;4;4;4;3;3;3;4;5;4;3;3;4;4;4;4;4;4;4;4;5;4;4;4;4;4;1;3;2;1;3;1;1;1;2;3;1;1;3;2;1;1;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;4;4;4;4;4;3;5;5;4;4;5;4;4;4;5;4;3;5;4;4;4;4;4;3;4;3;3;4;5;5;5;4;4;4;4;4;4;613106496cfe070001fdf52b;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
567;567;12:11:55 03.09.2021;12:27:03 03.09.2021;908;5;;20;1;3;2;8;16;5;3;2;2;3;1;1;2;2;1;1;1;2;3;5;4;4;2;2;3;4;3;4;4;3;4;4;2;2;3;4;1;2;4;2;3;2;3;2;1;2;2;2;2;3;3;2;2;1;1;2;2;1;1;2;1;1;1;4;2;2;2;2;2;2;1;1;1;2;1;3;1;5;2;5;4;2;3;1;1;2;3;1;5;2;3;1;1;1;4;4;1;1;3;1;1;4;1;1;1;1;1;4;4;4;3;3;4;3;3;3;1;1;1;1;3;3;5;3;3;3;3;3;3;3;5;3;3;5;3;2;3;3;4;3;4;3;5;4;4;2;2;4;3;3;5;4;5;5;5;5;2;3;3;4;1;3;3;3;4;4;3;3;3;3;3;2;1;3;3;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;5;5;4;4;4;4;5;5;5;3;3;5;4;5;5;5;5;5;4;4;4;5;4;5;5;3;4;5;5;4;3;3;4;3;4;4;1;6131ec9c7b8b9c000132edc0;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
570;570;12:13:12 03.09.2021;13:23:31 03.09.2021;4219;5;;20;1;6;1;2;7;5;1;2;1;1;1;1;3;1;1;1;1;1;2;5;1;3;5;1;4;3;3;4;4;2;5;4;5;2;2;2;1;2;4;1;2;1;1;1;2;1;1;1;1;2;1;1;1;3;1;1;1;1;5;1;2;2;2;2;2;2;2;2;4;2;6;2;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;5;1;1;5;5;1;1;1;3;2;2;3;3;4;1;5;4;2;1;2;5;1;1;1;5;1;1;5;1;1;1;3;1;4;5;5;5;3;5;2;2;4;5;4;4;4;1;1;2;5;4;3;5;5;5;5;5;4;4;3;4;5;5;5;4;5;5;5;1;5;4;4;3;2;1;3;1;5;1;1;4;1;1;3;1;1;4;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;5;5;5;3;5;5;5;5;2;3;5;5;5;4;2;3;3;4;4;3;5;5;4;1;3;5;5;4;4;5;4;1;5;1;1;6131ec586cfe07000100f6a6;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
573;573;12:13:43 03.09.2021;12:26:53 03.09.2021;735;5;;20;1;4;1;4;10;3;2;1;4;3;4;1;1;4;1;4;1;4;3;5;4;5;4;4;3;4;4;4;4;3;5;5;5;5;2;4;2;4;5;4;5;3;4;4;1;1;1;1;2;3;2;2;2;1;3;3;1;1;4;5;1;1;2;3;5;4;3;2;5;3;1;1;2;3;4;4;3;4;4;3;4;2;3;5;1;4;3;1;3;3;3;4;4;1;1;3;5;5;5;3;3;4;4;3;5;2;3;4;5;5;5;5;5;5;3;5;3;3;1;5;5;5;5;5;3;3;3;5;2;5;4;3;3;3;3;4;5;5;5;5;5;5;3;3;3;4;4;5;1;3;5;3;5;5;5;5;3;3;4;3;4;4;4;3;4;4;2;2;2;1;3;3;1;4;5;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;3;4;3;4;4;4;1;2;3;1;2;4;3;6131ec827b8b9c000132e895;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
574;574;12:14:04 03.09.2021;12:33:18 03.09.2021;1154;5;;20;1;1;2;6;9;1;2;2;4;1;2;1;1;2;1;1;1;1;2;2;4;4;2;2;2;3;1;2;4;3;2;1;2;2;2;4;1;1;4;1;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;4;2;3;2;2;2;2;2;5;5;5;3;2;2;2;2;4;3;1;1;2;2;5;3;4;2;2;2;2;2;3;4;2;5;5;5;3;2;3;3;2;3;3;6;4;3;3;2;2;5;3;3;3;3;3;2;3;2;2;1;5;1;1;1;1;2;5;4;5;3;2;2;3;1;3;2;4;4;4;4;4;3;4;2;3;5;2;4;3;1;4;2;4;3;3;5;3;4;3;1;3;2;3;2;3;1;3;3;2;3;3;2;3;3;2;3;3;3;3;4;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;4;3;3;4;3;3;3;4;2;3;3;3;2;2;4;4;2;3;2;3;2;4;2;3;1;3;1;4;2;4;1;4;3;4;3;6131ec766cfe07000100fcbb;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
